ActiveLoans,Address,Gstin,Id,JoinDate,LoyaltyPoints,Name,Phone,TotalPurchases
2,"Ring Road, Nagpur",,C02781,2024-05-19,4390,Kavita Trivedi,9680550072,4390976
3,"Johari Bazaar, Surat",29PL94UE3HJO,C02782,2021-02-17,2800,Nitin Shah,9476606948,2800745
0,"Bandra West, Pune",13TRHZS2FODL,C02783,2022-08-17,1602,Ravi Iyer,9255822973,1602764
1,"Charminar, Kolkata",24VP2AAR96TD,C02784,2021-11-28,1033,Rekha Pillai,9159944955,1033897
1,"Charminar, Varanasi",,C02785,2021-08-23,2838,Meena Shah,9296677864,2838953
1,"Navrangpura, Pune",,C02786,2024-10-31,2716,Anita Das,9891256920,2716419
1,"New Market, Chandigarh",,C02787,2024-01-28,3977,Sunita Nair,9797325548,3977040
2,"Bandra West, Mumbai",,C02788,2025-01-16,668,Rajesh Jain,9496722655,668971
1,"Karol Bagh, Lucknow",2061INFW3O4R,C02789,2022-04-06,138,Arun Nair,9984731310,138016
3,"Ring Road, Lucknow",33SG2M75Q9RN,C02790,2023-06-30,1628,Meena Reddy,9713688646,1628509
0,"Rajwada, Surat",,C02791,2020-07-26,683,Rohit Sharma,9528639912,683337
2,"Bandra West, Indore",34O1VGORZ8LP,C02792,2023-09-20,1121,Ashok Singh,9110378483,1121896
2,"Bandra West, Jaipur",28TM3LE9XJM9,C02793,2025-05-18,2355,Meena Desai,9743775303,2355260
3,"Rajwada, Chandigarh",,C02794,2024-03-07,1870,Sanjay Bose,9708563019,1870817
3,"New Market, Lucknow",,C02795,2023-05-02,2658,Rohit Sharma,9312361103,2658650
2,"New Market, Nagpur",,C02796,2020-06-15,3895,Suresh Nair,9299741493,3895808
3,"Rajwada, Chandigarh",,C02797,2025-05-10,1826,Priya Patel,9551508118,1826218
3,"T Nagar, Nagpur",,C02798,2021-11-20,4516,Meena Patel,9587622425,4516506
1,"Godowlia, Lucknow",,C02799,2020-12-19,1436,Arun Iyer,9693057875,1436713
1,"Karol Bagh, Mumbai",,C02800,2025-04-01,294,Ravi Agarwal,9588808517,294648
3,"Karol Bagh, Lucknow",,C02801,2025-02-18,2985,Neha Gupta,9590946212,2985592
3,"Ring Road, Chennai",,C02802,2021-08-21,2732,Manoj Pillai,9479886358,2732961
0,"Ring Road, Varanasi",,C02803,2020-09-02,1007,Sita Verma,9516791635,1007300
0,"Charminar, Chandigarh",34GQP5DB3QBG,C02804,2023-07-20,2009,Nitin Modi,9703709356,2009616
3,"MG Road, Jaipur",1430LE1S470X,C02805,2020-06-16,348,Lata Trivedi,9413078023,348529
2,"Karol Bagh, Mumbai",22F42DH4Z9C5,C02806,2023-04-15,4252,Deepak Kumar,9401925996,4252528
3,"Bandra West, Hyderabad",2505K56DVZI1,C02807,2023-10-08,1765,Ashok Agarwal,9892830826,1765283
1,"New Market, Hyderabad",,C02808,2023-08-16,859,Swati Kumar,9126947638,859828
2,"Charminar, Surat",,C02809,2020-09-30,1142,Sita Pillai,9645310024,1142046
3,"Bandra West, Pune",,C02810,2023-12-10,86,Meena Chopra,9661155463,86036
3,"Bandra West, Bangalore",,C02811,2024-01-09,3506,Sanjay Chopra,9646888831,3506897
3,"Commercial St, Indore",,C02812,2023-11-19,3375,Nitin Trivedi,9197332042,3375973
0,"Johari Bazaar, Bangalore",,C02813,2023-03-18,1604,Rekha Gupta,9103195768,1604932
0,"Karol Bagh, Chennai",35BQKLNQBQVC,C02814,2022-05-17,2667,Anjali Agarwal,9701065587,2667123
3,"Hazratganj, Delhi",,C02815,2022-05-08,1706,Neha Kumar,9119383850,1706662
1,"Hazratganj, Ahmedabad",,C02816,2024-09-23,66,Suresh Shah,9872532728,66119
1,"Ring Road, Bangalore",,C02817,2025-11-05,4470,Neha Gupta,9346279829,4470712
1,"Sadar, Delhi",,C02818,2025-12-27,4717,Ashok Das,9258281571,4717503
3,"T Nagar, Indore",,C02819,2020-02-29,2862,Anita Pillai,9256486930,2862456
3,"New Market, Chandigarh",,C02820,2024-06-02,4703,Swati Modi,9313897288,4703427
1,"Johari Bazaar, Chandigarh",,C02821,2021-08-18,3967,Nitin Mehta,9442104468,3967333
0,"Johari Bazaar, Mumbai",,C02822,2024-05-28,3501,Meena Mehta,9288648940,3501914
3,"T Nagar, Indore",,C02823,2025-12-12,343,Ravi Iyer,9330067452,343268
1,"Rajwada, Ahmedabad",33UPV5JA7ITE,C02824,2023-07-11,500,Anjali Jain,9378065813,500690
0,"Bandra West, Indore",26UPGPCT5E3J,C02825,2024-07-01,1928,Neha Reddy,9353380675,1928469
1,"Hazratganj, Jaipur",,C02826,2023-05-28,3680,Rohit Jain,9193763544,3680153
3,"Commercial St, Pune",,C02827,2025-12-20,4195,Anita Sharma,9105688155,4195314
1,"Hazratganj, Varanasi",,C02828,2020-11-25,2625,Sita Mehta,9776564972,2625201
3,"Ring Road, Varanasi",29ERRXNFHJBF,C02829,2022-02-05,2062,Sita Patel,9890206122,2062511
1,"T Nagar, Jaipur",,C02830,2025-10-07,4853,Vikram Patel,9884807422,4853955
3,"Navrangpura, Varanasi",,C02831,2024-02-13,2831,Rajesh Singh,9283401828,2831999
0,"Navrangpura, Ahmedabad",161558IA2YT0,C02832,2021-09-02,1565,Neha Das,9306365650,1565910
0,"Sadar, Pune",20LARCVLDVBV,C02833,2023-02-10,4649,Rajesh Agarwal,9369444820,4649947
3,"Karol Bagh, Chandigarh",,C02834,2024-08-22,3687,Priya Bose,9828713392,3687800
2,"New Market, Kolkata",,C02835,2023-02-03,1758,Amit Jain,9283885691,1758748
0,"Hazratganj, Chandigarh",,C02836,2021-09-24,4892,Swati Desai,9860308421,4892978
0,"T Nagar, Kolkata",11KPGYFELJX3,C02837,2022-04-09,2731,Kavita Agarwal,9189758380,2731391
0,"Sector 17, Bangalore",32HAV4ZW4H39,C02838,2022-05-08,3634,Anjali Iyer,9408098977,3634962
2,"Ring Road, Nagpur",,C02839,2021-01-16,3450,Priya Singh,9882708264,3450664
3,"Sector 17, Delhi",,C02840,2023-04-16,418,Priya Agarwal,9584002118,418392
2,"Godowlia, Ahmedabad",,C02841,2020-04-13,795,Priya Reddy,9873073496,795196
3,"MG Road, Delhi",,C02842,2020-09-30,207,Ravi Das,9979465327,207115
0,"Godowlia, Delhi",,C02843,2022-11-26,4170,Anjali Patel,9209062291,4170111
2,"Sadar, Surat",,C02844,2020-02-11,4999,Rekha Trivedi,9247516821,4999225
1,"Commercial St, Jaipur",,C02845,2023-04-15,494,Manoj Patel,9651875217,494315
2,"Karol Bagh, Surat",19A2GV2QK1EW,C02846,2023-08-08,1536,Priya Jain,9540934634,1536033
3,"MG Road, Lucknow",,C02847,2022-06-01,3656,Sunita Chopra,9440509587,3656459
2,"Charminar, Pune",,C02848,2025-07-06,4901,Meena Jain,9715027154,4901247
1,"Sector 17, Nagpur",,C02849,2023-02-12,3360,Manoj Kumar,9646139428,3360419
1,"Ring Road, Delhi",,C02850,2024-01-20,1818,Kavita Sharma,9926976972,1818938
1,"Godowlia, Chandigarh",,C02851,2023-04-12,597,Arun Agarwal,9773022423,597067
3,"Sadar, Jaipur",,C02852,2022-11-24,4797,Rohit Shah,9506332532,4797950
0,"Sector 17, Chennai",,C02853,2021-04-17,1506,Manoj Sharma,9396554715,1506661
1,"MG Road, Kolkata",,C02854,2024-09-11,3216,Sunita Patel,9458578550,3216815
2,"Johari Bazaar, Delhi",,C02855,2022-05-13,4414,Deepak Jain,9405770748,4414283
3,"MG Road, Ahmedabad",,C02856,2023-08-21,2874,Lata Sharma,9243523207,2874852
2,"Johari Bazaar, Jaipur",,C02857,2022-04-02,2897,Priya Verma,9689962048,2897837
0,"Johari Bazaar, Delhi",25COB0BLSJFS,C02858,2020-12-29,4188,Sunita Desai,9915603691,4188651
3,"Commercial St, Delhi",353LVLIAQQH7,C02859,2021-10-06,610,Lata Modi,9891795590,610581
0,"Sadar, Hyderabad",21G483EL45EU,C02860,2022-10-10,960,Sita Iyer,9655566697,960972
1,"Sadar, Nagpur",,C02861,2022-11-14,4566,Anita Gupta,9890044593,4566524
1,"Rajwada, Ahmedabad",,C02862,2025-04-13,494,Gaurav Verma,9960300484,494559
2,"Navrangpura, Nagpur",23UYRVWCLP38,C02863,2024-07-04,3179,Rohit Kumar,9588330005,3179385
3,"MG Road, Chennai",,C02864,2023-09-19,4968,Manoj Pillai,9104625216,4968248
0,"Godowlia, Surat",,C02865,2025-06-01,4795,Sanjay Agarwal,9806203098,4795562
3,"Sector 17, Chennai",32RUEIGI4G9O,C02866,2024-05-28,2523,Sanjay Trivedi,9579945855,2523088
1,"Ring Road, Varanasi",,C02867,2020-12-13,1469,Rekha Reddy,9957495797,1469295
1,"T Nagar, Ahmedabad",,C02868,2025-10-23,3776,Neha Pillai,9934639682,3776875
1,"MG Road, Chennai",,C02869,2023-04-11,528,Kavita Modi,9470918229,528538
0,"Sector 17, Surat",,C02870,2025-10-22,111,Deepak Gupta,9753167964,111031
1,"Navrangpura, Pune",,C02871,2023-07-16,693,Vikram Pillai,9521780565,693656
1,"Sadar, Mumbai",173J3Y7LPW94,C02872,2024-07-25,1496,Deepak Jain,9369874286,1496431
3,"Rajwada, Chandigarh",,C02873,2022-02-07,349,Anita Reddy,9874472684,349658
3,"Navrangpura, Surat",,C02874,2023-01-08,1535,Arun Modi,9781113802,1535543
1,"Sector 17, Nagpur",,C02875,2022-12-22,4065,Rekha Das,9550080024,4065560
1,"Bandra West, Surat",32P4ZA5JSRX5,C02876,2022-07-08,1908,Suresh Shah,9398259908,1908079
0,"Karol Bagh, Ahmedabad",,C02877,2022-11-16,2912,Vikram Verma,9141854006,2912545
3,"T Nagar, Pune",,C02878,2022-02-04,3126,Swati Bose,9164745119,3126613
1,"Karol Bagh, Pune",,C02879,2020-05-10,2184,Rajesh Kumar,9727613697,2184665
3,"Ring Road, Nagpur",,C02880,2021-06-06,1644,Suresh Sharma,9953474629,1644023
0,"Johari Bazaar, Surat",,C02881,2022-04-24,200,Priya Das,9445004223,200917
2,"Ring Road, Mumbai",,C02882,2023-07-19,3798,Priya Sharma,9270957000,3798545
2,"Johari Bazaar, Nagpur",2412WIMF7Y6A,C02883,2020-05-29,676,Nitin Pillai,9683663822,676114
3,"Bandra West, Indore",,C02884,2023-04-27,4584,Priya Verma,9596363291,4584866
3,"Johari Bazaar, Varanasi",,C02885,2020-05-05,2986,Priya Modi,9546353879,2986079
2,"New Market, Nagpur",25E91Q6CXCRK,C02886,2020-05-23,3830,Gaurav Singh,9246606632,3830086
2,"T Nagar, Varanasi",,C02887,2022-01-31,4190,Manoj Das,9877362630,4190787
3,"Navrangpura, Chennai",,C02888,2020-12-01,401,Sanjay Trivedi,9480933176,401668
2,"Hazratganj, Varanasi",270YYJPVSQRC,C02889,2020-10-30,4905,Ravi Sharma,9705584887,4905812
0,"MG Road, Hyderabad",,C02890,2024-01-14,95,Kavita Bose,9749047772,95453
1,"Charminar, Ahmedabad",,C02891,2025-07-23,2664,Vikram Sharma,9700481885,2664027
1,"Sector 17, Pune",30GD4UP4VAYD,C02892,2023-12-29,3937,Deepak Trivedi,9216915654,3937284
0,"Ring Road, Ahmedabad",3265EY32GF29,C02893,2025-04-12,328,Anita Iyer,9400915681,328009
1,"Johari Bazaar, Ahmedabad",,C02894,2021-04-04,4839,Anjali Mehta,9121653180,4839474
1,"T Nagar, Kolkata",,C02895,2024-08-20,4502,Suresh Sharma,9787007740,4502269
2,"Hazratganj, Delhi",,C02896,2020-08-18,4102,Arun Jain,9185704419,4102879
3,"Sector 17, Hyderabad",,C02897,2024-08-18,4043,Suresh Kumar,9874087272,4043563
1,"Hazratganj, Kolkata",13KFTF37KUUZ,C02898,2025-09-12,3354,Suresh Patel,9503961440,3354239
3,"T Nagar, Hyderabad",33IDYQPLHD3P,C02899,2023-10-13,4448,Ashok Jain,9418163363,4448270
0,"Sadar, Surat",,C02900,2022-07-08,1866,Rohit Kumar,9115935045,1866692
3,"Sector 17, Surat",,C02901,2025-04-03,1953,Meena Das,9814059845,1953410
2,"Commercial St, Surat",,C02902,2023-11-17,3277,Ashok Patel,9361059945,3277797
3,"Godowlia, Surat",,C02903,2022-07-22,1569,Neha Trivedi,9594644832,1569644
1,"New Market, Kolkata",20I6I2PATXPM,C02904,2021-10-31,1991,Meena Trivedi,9497772941,1991368
0,"MG Road, Chennai",,C02905,2024-11-12,2041,Manoj Jain,9366461885,2041646
1,"Hazratganj, Indore",,C02906,2024-11-23,4253,Kavita Nair,9672798379,4253028
0,"Commercial St, Mumbai",,C02907,2021-04-13,4994,Anjali Singh,9808760445,4994112
2,"Bandra West, Jaipur",,C02908,2020-07-07,4796,Sanjay Nair,9177433342,4796417
3,"Navrangpura, Surat",13DQLQGRCRVE,C02909,2025-10-25,254,Anjali Verma,9781040421,254693
0,"Sector 17, Indore",313WWWZ4BRZ6,C02910,2022-01-19,4296,Pooja Singh,9554766982,4296229
0,"T Nagar, Pune",,C02911,2023-08-19,4432,Pooja Verma,9750081671,4432531
2,"Bandra West, Bangalore",,C02912,2023-10-31,1410,Pooja Desai,9938718037,1410970
1,"Hazratganj, Chennai",,C02913,2021-10-08,2665,Vikram Mehta,9313675536,2665712
2,"Ring Road, Chennai",,C02914,2025-12-18,2562,Amit Chopra,9825941859,2562783
3,"Godowlia, Varanasi",29KPDG95FFGS,C02915,2020-03-19,1677,Sunita Kumar,9292485442,1677696
2,"Bandra West, Chennai",31FAMBLSBO5F,C02916,2025-02-04,747,Gaurav Reddy,9312776486,747750
3,"Commercial St, Kolkata",13OZZ1W4HMPX,C02917,2024-10-10,1990,Amit Mehta,9267711677,1990839
1,"Johari Bazaar, Kolkata",,C02918,2025-04-25,3883,Ashok Verma,9429976876,3883700
1,"T Nagar, Mumbai",14SVZ4O6MOEW,C02919,2025-08-19,3085,Anjali Nair,9535431967,3085158
0,"Karol Bagh, Varanasi",,C02920,2025-05-05,88,Rohit Reddy,9381844738,88472
0,"Ring Road, Jaipur",34RCZBYG8FH6,C02921,2024-03-25,29,Sanjay Sharma,9333075421,29880
3,"Karol Bagh, Indore",,C02922,2021-02-20,136,Swati Reddy,9369405487,136259
2,"New Market, Bangalore",,C02923,2025-04-08,2715,Sita Jain,9249785897,2715805
1,"Commercial St, Chandigarh",21XFZ8T1FY5R,C02924,2024-08-05,4825,Kavita Singh,9826307477,4825306
2,"Commercial St, Pune",,C02925,2023-08-31,2239,Swati Chopra,9780585227,2239478
2,"Sadar, Nagpur",,C02926,2024-12-30,3888,Ashok Iyer,9325221388,3888333
0,"Hazratganj, Surat",30JBWA096LX5,C02927,2022-04-29,3072,Vikram Iyer,9261068265,3072518
3,"Sadar, Surat",,C02928,2020-11-01,4571,Nitin Nair,9363608208,4571868
1,"Rajwada, Jaipur",,C02929,2022-12-30,375,Sunita Reddy,9722747942,375200
0,"Ring Road, Surat",15H60BTJEHRX,C02930,2025-06-12,1410,Amit Jain,9688167630,1410529
1,"Rajwada, Varanasi",,C02931,2025-05-06,2552,Arun Bose,9488168356,2552715
1,"Sadar, Chandigarh",,C02932,2020-06-22,379,Anita Patel,9541067947,379576
0,"Johari Bazaar, Pune",,C02933,2021-07-25,4298,Neha Reddy,9660333905,4298662
1,"Navrangpura, Varanasi",,C02934,2022-12-16,38,Rajesh Reddy,9271014078,38659
1,"Charminar, Delhi",,C02935,2021-02-10,4287,Sita Mehta,9637464039,4287702
2,"Sector 17, Surat",,C02936,2023-11-11,1326,Swati Bose,9576286871,1326215
3,"Charminar, Chennai",,C02937,2023-10-28,1880,Nitin Reddy,9752430508,1880327
3,"T Nagar, Surat",,C02938,2023-03-03,4964,Arun Singh,9169791927,4964603
0,"Rajwada, Mumbai",,C02939,2023-08-09,1499,Sunita Bose,9543206169,1499527
3,"Commercial St, Bangalore",14A872WDXDPI,C02940,2022-11-09,1702,Kavita Sharma,9234875201,1702001
2,"Rajwada, Chennai",30M20UHVSTCI,C02941,2023-05-13,986,Rekha Bose,9471588914,986947
1,"Bandra West, Kolkata",,C02942,2022-01-27,3057,Sita Chopra,9855679275,3057664
1,"Sector 17, Surat",,C02943,2025-02-25,2722,Nitin Agarwal,9362338784,2722969
1,"Navrangpura, Delhi",,C02944,2023-03-31,1946,Amit Desai,9465364523,1946817
0,"Charminar, Ahmedabad",16QV7FQRXGWP,C02945,2020-04-06,1963,Lata Reddy,9102515390,1963191
2,"Charminar, Chennai",,C02946,2022-08-22,1138,Gaurav Mehta,9365119144,1138925
2,"Karol Bagh, Chandigarh",,C02947,2025-11-29,2623,Swati Nair,9897335710,2623381
0,"Navrangpura, Nagpur",,C02948,2025-02-18,3681,Arun Bose,9916593623,3681020
3,"Johari Bazaar, Chandigarh",30KGADQ4FRJ7,C02949,2025-11-05,396,Lata Shah,9150520067,396649
0,"Hazratganj, Bangalore",166YHSDIWZ83,C02950,2021-07-06,3250,Ashok Iyer,9952257642,3250795
2,"Navrangpura, Varanasi",,C02951,2022-05-21,3955,Pooja Sharma,9813233696,3955526
0,"Commercial St, Chandigarh",236AC9JPEHWW,C02952,2024-01-24,4115,Vikram Pillai,9544567722,4115957
3,"Johari Bazaar, Chandigarh",,C02953,2025-03-17,4382,Neha Modi,9870833111,4382509
2,"Sadar, Pune",,C02954,2022-10-12,598,Arun Das,9988529637,598595
1,"Bandra West, Bangalore",,C02955,2022-02-23,4560,Deepak Chopra,9911164765,4560349
3,"New Market, Jaipur",,C02956,2025-01-08,678,Pooja Desai,9379964720,678199
3,"T Nagar, Chandigarh",,C02957,2025-10-22,4490,Deepak Singh,9249751235,4490391
2,"Hazratganj, Surat",,C02958,2021-10-05,4188,Deepak Verma,9752329605,4188125
1,"Karol Bagh, Lucknow",35T4YCTZPKV9,C02959,2023-04-11,2090,Priya Das,9273166075,2090131
0,"Johari Bazaar, Kolkata",13A0LWL9E2UR,C02960,2025-01-18,2546,Neha Singh,9860016122,2546129
1,"T Nagar, Jaipur",,C02961,2023-01-11,62,Swati Kumar,9647924117,62653
3,"Commercial St, Nagpur",,C02962,2021-08-19,2321,Gaurav Trivedi,9246736451,2321778
1,"Bandra West, Pune",,C02963,2025-06-15,3411,Rekha Agarwal,9275778555,3411187
1,"Sadar, Pune",,C02964,2025-10-09,3472,Anjali Verma,9826362497,3472792
0,"Commercial St, Kolkata",,C02965,2021-04-13,4716,Swati Kumar,9658371672,4716309
2,"Bandra West, Indore",,C02966,2023-06-15,4677,Neha Jain,9240122816,4677506
2,"Godowlia, Chennai",23U19NU3FLWY,C02967,2022-07-09,1666,Ashok Shah,9965203258,1666625
1,"Godowlia, Bangalore",,C02968,2020-12-10,1228,Sanjay Kumar,9324502617,1228791
1,"Hazratganj, Varanasi",302M0BTT86VB,C02969,2023-01-03,1973,Sita Nair,9337396984,1973646
2,"Sector 17, Nagpur",,C02970,2025-03-07,1075,Anita Modi,9790874727,1075456
2,"Karol Bagh, Hyderabad",,C02971,2024-10-22,200,Pooja Mehta,9113738606,200479
2,"Karol Bagh, Kolkata",,C02972,2021-12-15,2670,Neha Gupta,9613008462,2670889
0,"Commercial St, Varanasi",1704E8EUVE88,C02973,2021-06-07,4439,Gaurav Das,9751251747,4439610
0,"Commercial St, Chandigarh",103GDHP0ST2R,C02974,2021-06-29,4624,Suresh Agarwal,9262961825,4624715
0,"Ring Road, Jaipur",,C02975,2021-04-07,3982,Rohit Modi,9246671275,3982172
1,"MG Road, Ahmedabad",,C02976,2020-10-28,908,Nitin Kumar,9601472562,908289
2,"Charminar, Jaipur",,C02977,2020-11-24,1907,Sanjay Shah,9626840413,1907877
3,"MG Road, Chennai",170ULJO6U1HY,C02978,2023-03-23,4742,Sanjay Mehta,9494668383,4742357
3,"T Nagar, Indore",,C02979,2022-10-20,2450,Amit Nair,9323144497,2450589
3,"T Nagar, Pune",,C02980,2022-05-02,3711,Neha Trivedi,9749020950,3711539
1,"Rajwada, Jaipur",,C02981,2025-08-26,3975,Sita Trivedi,9207940447,3975256
3,"Karol Bagh, Delhi",,C02982,2021-09-30,259,Swati Nair,9636150721,259122
2,"Godowlia, Delhi",,C02983,2020-06-05,910,Priya Kumar,9803433396,910901
3,"Karol Bagh, Lucknow",,C02984,2025-09-08,3877,Priya Nair,9635163988,3877377
1,"New Market, Pune",,C02985,2024-01-19,215,Manoj Reddy,9665568727,215864
1,"T Nagar, Lucknow",,C02986,2022-05-26,532,Sita Iyer,9181804984,532546
3,"Johari Bazaar, Pune",22LHA9CDVCBV,C02987,2022-11-20,2923,Pooja Gupta,9171014302,2923509
3,"Sadar, Bangalore",,C02988,2025-06-24,4929,Gaurav Pillai,9695986426,4929764
0,"Charminar, Mumbai",,C02989,2022-04-27,3641,Nitin Mehta,9226640400,3641344
3,"T Nagar, Varanasi",,C02990,2021-04-30,558,Rajesh Trivedi,9628992792,558531
0,"Karol Bagh, Hyderabad",,C02991,2021-09-28,3941,Ashok Modi,9410058180,3941016
1,"Rajwada, Nagpur",,C02992,2025-10-28,1570,Meena Modi,9392466596,1570002
1,"T Nagar, Delhi",,C02993,2022-04-28,3554,Amit Singh,9495507809,3554058
3,"Sector 17, Kolkata",,C02994,2021-10-31,1062,Vikram Kumar,9195925074,1062075
0,"Sector 17, Chennai",,C02995,2021-10-21,3967,Rohit Shah,9653561329,3967228
0,"Godowlia, Bangalore",,C02996,2025-07-20,1942,Arun Patel,9785310371,1942222
0,"Sadar, Delhi",,C02997,2022-05-23,4782,Anjali Kumar,9832867745,4782669
1,"Johari Bazaar, Nagpur",,C02998,2025-05-04,3669,Deepak Nair,9218506969,3669334
3,"New Market, Indore",,C02999,2023-04-11,2226,Gaurav Sharma,9127324610,2226082
1,"T Nagar, Mumbai",34PCAAXTC5CR,C03000,2022-04-22,1008,Vikram Trivedi,9497672108,1008715
2,"Commercial St, Hyderabad",,C03001,2020-07-29,3409,Rajesh Reddy,9626254432,3409772
3,"Sadar, Hyderabad",,C03002,2025-12-30,1539,Neha Modi,9375854631,1539244
3,"T Nagar, Indore",,C03003,2023-05-21,489,Neha Trivedi,9686047902,489549
3,"Ring Road, Kolkata",,C03004,2021-12-08,204,Suresh Agarwal,9676517283,204548
0,"Rajwada, Kolkata",252LNWAM7LKH,C03005,2021-01-07,4356,Meena Das,9288079700,4356132
1,"Rajwada, Kolkata",,C03006,2024-08-20,2045,Manoj Shah,9837141395,2045720
0,"Rajwada, Nagpur",14GOMPNMJ5EU,C03007,2020-04-10,4419,Neha Reddy,9949057719,4419103
1,"Navrangpura, Ahmedabad",,C03008,2020-07-16,2708,Pooja Pillai,9389258399,2708774
2,"Charminar, Indore",,C03009,2022-09-20,20,Rekha Agarwal,9305124001,20426
0,"MG Road, Nagpur",,C03010,2022-01-11,4000,Gaurav Nair,9666433673,4000672
2,"Charminar, Ahmedabad",,C03011,2025-04-05,4438,Anita Chopra,9644094193,4438467
2,"Johari Bazaar, Delhi",11HIWYXH9IVX,C03012,2022-01-08,3054,Suresh Modi,9701008974,3054607
1,"Charminar, Indore",,C03013,2022-08-29,4865,Rohit Singh,9617574856,4865552
3,"Ring Road, Hyderabad",,C03014,2020-10-14,4183,Manoj Reddy,9366885218,4183216
2,"MG Road, Varanasi",,C03015,2021-07-04,1847,Sunita Pillai,9901976387,1847299
0,"Karol Bagh, Chandigarh",,C03016,2020-10-16,3006,Swati Desai,9138740704,3006009
3,"Navrangpura, Kolkata",,C03017,2025-11-10,615,Rajesh Reddy,9408296168,615444
2,"Johari Bazaar, Surat",,C03018,2024-02-20,3385,Deepak Desai,9747507455,3385238
0,"T Nagar, Indore",,C03019,2024-02-24,2628,Priya Sharma,9654046825,2628737
0,"Sector 17, Varanasi",,C03020,2024-02-16,3382,Ravi Shah,9599765540,3382165
0,"New Market, Surat",,C03021,2024-07-17,4625,Vikram Gupta,9197787450,4625895
1,"Navrangpura, Jaipur",27Q7JS9DH9ZF,C03022,2025-03-15,1486,Pooja Patel,9225988261,1486188
3,"Johari Bazaar, Pune",,C03023,2020-05-08,2747,Ashok Iyer,9942944679,2747249
1,"Godowlia, Lucknow",,C03024,2025-10-05,1146,Sita Bose,9830333842,1146357
1,"Hazratganj, Varanasi",20OS2TABCP5R,C03025,2025-04-10,3569,Rohit Shah,9864995339,3569979
3,"T Nagar, Kolkata",213QJARVNXXM,C03026,2025-07-20,594,Kavita Shah,9631555747,594302
0,"Sector 17, Chennai",24M1KH9V5VVQ,C03027,2024-04-08,4034,Sunita Jain,9595944387,4034329
1,"Hazratganj, Lucknow",,C03028,2020-04-26,2851,Meena Modi,9313745296,2851413
0,"Johari Bazaar, Bangalore",22VUYH6J4Q0D,C03029,2025-01-15,3433,Vikram Patel,9950434099,3433511
2,"Johari Bazaar, Varanasi",,C03030,2020-05-17,1571,Gaurav Das,9760653607,1571532
0,"Commercial St, Nagpur",,C03031,2024-09-12,589,Manoj Agarwal,9966709600,589459
3,"Sadar, Mumbai",18K2QDT19FIF,C03032,2021-02-01,3460,Sanjay Kumar,9592271883,3460863
3,"Sector 17, Ahmedabad",,C03033,2021-02-23,1029,Arun Das,9609090209,1029684
1,"Rajwada, Jaipur",23NRPB1XGPDZ,C03034,2021-09-26,509,Pooja Sharma,9513589604,509652
1,"Rajwada, Bangalore",30I84L1ZZJJ7,C03035,2020-04-28,3114,Arun Iyer,9416393625,3114629
3,"Hazratganj, Lucknow",,C03036,2022-10-10,3125,Suresh Kumar,9635945491,3125934
1,"New Market, Chennai",,C03037,2021-01-19,3437,Deepak Singh,9311208275,3437587
3,"T Nagar, Chennai",,C03038,2023-05-03,2753,Ashok Patel,9621853804,2753372
0,"Godowlia, Chandigarh",278MSW9E38Y3,C03039,2022-04-16,1182,Sanjay Patel,9714822759,1182545
3,"Charminar, Ahmedabad",350B7UEAF194,C03040,2022-06-01,1210,Ravi Gupta,9847226449,1210293
3,"T Nagar, Ahmedabad",173U7FWJ8YKK,C03041,2023-04-25,4968,Sanjay Jain,9112386103,4968467
0,"Ring Road, Pune",,C03042,2025-06-08,1774,Priya Kumar,9408190425,1774966
0,"Charminar, Pune",,C03043,2021-09-18,454,Deepak Iyer,9229044918,454401
0,"Godowlia, Lucknow",35HH66LFE9PJ,C03044,2023-07-24,1307,Sanjay Gupta,9116301676,1307222
1,"T Nagar, Jaipur",,C03045,2022-09-21,3888,Ravi Reddy,9447680490,3888006
2,"Charminar, Ahmedabad",101R370RQHM9,C03046,2024-09-20,657,Ravi Verma,9909634189,657660
3,"Sadar, Chandigarh",,C03047,2020-07-04,706,Anita Agarwal,9533524103,706577
3,"Johari Bazaar, Chandigarh",,C03048,2025-07-31,3120,Amit Verma,9156305194,3120132
3,"Commercial St, Hyderabad",,C03049,2023-12-18,3213,Suresh Bose,9850173400,3213592
0,"New Market, Indore",,C03050,2020-07-19,2713,Sanjay Shah,9681611954,2713876
1,"Godowlia, Lucknow",13W5INVRO3RF,C03051,2024-04-03,3569,Anjali Verma,9236527637,3569830
0,"Johari Bazaar, Hyderabad",,C03052,2020-05-08,4294,Rohit Sharma,9329847886,4294458
3,"Charminar, Hyderabad",,C03053,2023-02-07,632,Kavita Gupta,9496626844,632252
1,"Commercial St, Delhi",,C03054,2023-10-02,72,Neha Modi,9258055576,72150
3,"Bandra West, Chandigarh",,C03055,2025-06-19,4329,Meena Modi,9407459172,4329766
3,"Bandra West, Chandigarh",23NKHO38W8RG,C03056,2022-11-26,1069,Lata Verma,9234928959,1069807
2,"Navrangpura, Surat",,C03057,2023-10-12,2117,Anjali Kumar,9918407735,2117849
0,"Sector 17, Ahmedabad",,C03058,2022-09-20,454,Priya Sharma,9199925540,454641
2,"Charminar, Mumbai",16PC1DU78V2H,C03059,2024-12-18,248,Anjali Chopra,9335719001,248333
0,"Ring Road, Indore",,C03060,2022-05-01,4395,Sita Nair,9558656560,4395479
